EQUIPMENT,ORGANIZATION,YEAR MADE,QUANTITY,,,,,
CUMMINS CFB3V17501 UTILITY TRAILER,CANADIAN JOINT OPERATIONS COMMAND,2002,2,,,,,
CUMMINS GENERATOR TRAILER,ROYAL CANADIAN AIRFORCE,2013,1,,,,,
CURTAIN CARGO TRAILER 30T,VICE CHIEF OF THE DEFENCE STAFF,2004,1,,,,,
CURTIS FLAT-BED TRAILER,CANADIAN ARMY,2002,1,,,,,
CUSHMAN BELLHOP UTILITY TRUCK,CANADIAN ARMY,2007,2,,,,,
CUSHMAN TITAN UTILITY TRUCK,CANADIAN ARMY,2010,3,,,,,
D&S MANUFACTURING TRAILER,CANADIAN ARMY,1990,2,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,1997,1,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,1999,3,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2000,3,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2001,3,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2002,57,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2003,6,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2004,17,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2005,3,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2006,3,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2007,17,,,,,
DAEWOO FORKLIFT,CANADIAN ARMY,2009,2,,,,,
DAEWOO FORKLIFT,CANADIAN JOINT OPERATIONS COMMAND,1999,1,,,,,
DAEWOO FORKLIFT,CANADIAN JOINT OPERATIONS COMMAND,2004,1,,,,,
DAEWOO FORKLIFT,CANADIAN FORCE SUPPLY DEPOT,1998,3,,,,,
DAEWOO FORKLIFT,CANADIAN FORCE SUPPLY DEPOT,2000,1,,,,,
DAEWOO FORKLIFT,CANADIAN FORCE SUPPLY DEPOT,2002,3,,,,,
DAEWOO FORKLIFT,CANADIAN FORCE SUPPLY DEPOT,2004,1,,,,,
DAEWOO FORKLIFT,CANADIAN FORCE SUPPLY DEPOT,2007,1,,,,,
DAEWOO FORKLIFT,ASSISTANT DEPUTY MINISTER (MATERIEL),1996,1,,,,,
DAEWOO FORKLIFT,ASSISTANT DEPUTY MINISTER (MATERIEL),2007,1,,,,,
DAEWOO FORKLIFT,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,1999,1,,,,,
DAEWOO FORKLIFT,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2002,1,,,,,
DAEWOO FORKLIFT,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2005,1,,,,,
DAEWOO FORKLIFT,MILITARY PERSONNEL COMMAND,2000,3,,,,,
DAEWOO FORKLIFT,MILITARY PERSONNEL COMMAND,2002,3,,,,,
DAEWOO FORKLIFT,MILITARY PERSONNEL COMMAND,2003,3,,,,,
DAEWOO FORKLIFT,MILITARY PERSONNEL COMMAND,2004,1,,,,,
DAEWOO FORKLIFT,MILITARY PERSONNEL COMMAND,2006,1,,,,,
DAEWOO FORKLIFT,MILITARY PERSONNEL COMMAND,2007,1,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,1999,1,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,2000,1,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,2002,15,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,2003,16,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,2004,1,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,2005,4,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,2007,3,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN AIRFORCE,2007,7,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,1998,1,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,1999,12,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,2000,2,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,2002,1,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,2003,3,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,2004,2,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,2005,3,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,2006,5,,,,,
DAEWOO FORKLIFT,ROYAL CANADIAN NAVY,2007,1,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,1999,1,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,2000,1,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,2001,1,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,2002,3,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,2003,1,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,2004,1,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,2005,1,,,,,
DAEWOO FORKLIFT,VICE CHIEF OF THE DEFENCE STAFF,2007,1,,,,,
DAEWOO SOLAR EXCAVATOR,CANADIAN ARMY,2000,10,,,,,
DAKOTA LOW-BED SEMI-TRAILER,ROYAL CANADIAN AIRFORCE,2014,2,,,,,
DAKOTA LOW-BED SEMI-TRAILER,ROYAL CANADIAN AIRFORCE,2015,1,,,,,
DANA TIMBER FIREFIGHTING VEHICLE,CANADIAN ARMY,Unknown,1,,,,,
DANISH CAMP SUPPLY CONTANER 25T,CANADIAN ARMY,1998,2,,,,,
DANISH CAMP SUPPLY CONTANER 25T,CANADIAN ARMY,2000,1,,,,,
DANISH CAMP SUPPLY CONTANER 25T,ROYAL CANADIAN AIRFORCE,1998,7,,,,,
DANISH CAMP SUPPLY CONTANER 25T,ROYAL CANADIAN AIRFORCE,2000,1,,,,,
DANISH CAMP SUPPLY DOLLY,CANADIAN ARMY,2000,1,,,,,
DARR BOOM BUSTER LOW-BED TRAILER,ROYAL CANADIAN NAVY,2007,1,,,,,
DAVTAIR AIRCRAFT CARGO TRAILER,ROYAL CANADIAN AIRFORCE,2007,7,,,,,
DAVTAIR SEMI-TRAILER,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2001,1,,,,,
DAVTAIR SHIPPING CONTAINER 14FT,CANADIAN ARMY,2000,4,,,,,
DAVTAIR SHIPPING CONTAINER 20FT,CANADIAN ARMY,1996,9,,,,,
DAVTAIR SHIPPING CONTAINER 20FT,CANADIAN JOINT OPERATIONS COMMAND,1996,2,,,,,
DAVTAIR SHIPPING CONTAINER 20FT,CANADIAN FORCE SUPPLY DEPOT,1996,2,,,,,
DAVTAIR SHIPPING CONTAINER 20FT,ROYAL CANADIAN AIRFORCE,1996,1,,,,,
DELOUPE BOLSTER TRAILER,CANADIAN ARMY,2007,1,,,,,
DENTAL CLINIC SHELTER W/EQPT,CANADIAN ARMY,Unknown,3,,,,,
DENTAL CLINIC SHELTER W/EQPT,MILITARY PERSONNEL COMMAND,Unknown,5,,,,,
DENTAL CLINIC SHELTER W/EQPT,ROYAL CANADIAN NAVY,Unknown,1,,,,,
DENTAL LAB SHELTER W/EQPT,MILITARY PERSONNEL COMMAND,Unknown,2,,,,,
DESJARDINS DIESEL FUEL TRAILER,ROYAL CANADIAN AIRFORCE,2016,2,,,,,
DESJARDINS SEWAGE TRAILER 4000L,ROYAL CANADIAN AIRFORCE,2016,1,,,,,
DEW ENGINEERING GEOMATICS TRAILER,CANADIAN ARMY,1984,6,,,,,
DEW ENGINEERING CARGO TRAILER,CANADIAN ARMY,1998,2,,,,,
DEW ENGINEERING CARGO TRAILER,ROYAL CANADIAN AIRFORCE,1998,3,,,,,
DEW ENGINEERING MOBILE KITCHEN,CANADIAN ARMY,1987,2,,,,,
DEW ENGINEERING MOBILE KITCHEN,CANADIAN ARMY,1991,22,,,,,
DEW ENGINEERING MOBILE KITCHEN,CANADIAN JOINT OPERATIONS COMMAND,1991,1,,,,,
DEW ENGINEERING MOBILE KITCHEN,ROYAL CANADIAN AIRFORCE,1991,4,,,,,
DEW ENGINEERING PALLET LOADER,CANADIAN ARMY,1999,25,,,,,
DEW ENGINEERING PALLET LOADER,CANADIAN JOINT OPERATIONS COMMAND,1999,4,,,,,
DEW ENGINEERING PALLET LOADER,MILITARY PERSONNEL COMMAND,1999,1,,,,,
DEW ENGINEERING SHELTER,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,1984,2,,,,,
DEW ENGINEERING TRAILER,CANADIAN ARMY,1987,744,,,,,
DEW ENGINEERING TRAILER,CANADIAN ARMY,1989,1,,,,,
DEW ENGINEERING TRAILER,CANADIAN ARMY,1995,12,,,,,
DEW ENGINEERING TRAILER,CANADIAN ARMY,1997,1196,,,,,
DEW ENGINEERING TRAILER,CANADIAN ARMY,2004,2,,,,,
DEW ENGINEERING TRAILER,CANADIAN JOINT OPERATIONS COMMAND,1987,20,,,,,
DEW ENGINEERING TRAILER,CANADIAN JOINT OPERATIONS COMMAND,1997,94,,,,,
DEW ENGINEERING TRAILER,CANADIAN FORCE SUPPLY DEPOT,1987,38,,,,,
DEW ENGINEERING TRAILER,CANADIAN FORCE SUPPLY DEPOT,1997,7,,,,,
DEW ENGINEERING TRAILER,ASSISTANT DEPUTY MINISTER (MATERIEL),1987,5,,,,,
DEW ENGINEERING TRAILER,ASSISTANT DEPUTY MINISTER (MATERIEL),1997,2,,,,,
DEW ENGINEERING TRAILER,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,1997,2,,,,,
DEW ENGINEERING TRAILER,MILITARY PERSONNEL COMMAND,1987,51,,,,,
DEW ENGINEERING TRAILER,MILITARY PERSONNEL COMMAND,1995,6,,,,,
DEW ENGINEERING TRAILER,MILITARY PERSONNEL COMMAND,1997,78,,,,,
DEW ENGINEERING TRAILER,ROYAL CANADIAN AIRFORCE,1987,21,,,,,
DEW ENGINEERING TRAILER,ROYAL CANADIAN AIRFORCE,1995,15,,,,,
DEW ENGINEERING TRAILER,ROYAL CANADIAN AIRFORCE,1997,71,,,,,
DEW ENGINEERING TRAILER,ROYAL CANADIAN AIRFORCE,2004,2,,,,,
DEW ENGINEERING TRAILER,ROYAL CANADIAN NAVY,1987,5,,,,,
DEW ENGINEERING TRAILER,ROYAL CANADIAN NAVY,1995,7,,,,,
DEW ENGINEERING TRAILER,VICE CHIEF OF THE DEFENCE STAFF,1987,6,,,,,
DEW ENGINEERING TRAILER,VICE CHIEF OF THE DEFENCE STAFF,1997,47,,,,,
DEW ENGINEERING TRUCK,CANADIAN FORCE SUPPLY DEPOT,1992,1,,,,,
DEW ENGINEERING TRUCK LIFT,CANADIAN ARMY,1997,1,,,,,
DEW ENGINEERING TRUCK LIFT,CANADIAN FORCE SUPPLY DEPOT,1997,1,,,,,
DEW SLED SNOWMOBILE,CANADIAN JOINT OPERATIONS COMMAND,2015,20,,,,,
DIESEL TRAILER GENERATOR 20 KW,ROYAL CANADIAN AIRFORCE,2003,9,,,,,
DITCH WITCH LOW-BED TRAILER,CANADIAN ARMY,Unknown,2,,,,,
DITCHING MACHINE RUBBER TRACK,CANADIAN ARMY,2012,3,,,,,
DITCHING MACHINE RUBBER TRACK,ROYAL CANADIAN NAVY,2012,1,,,,,
DIVING EQUIPMENT,CANADIAN ARMY,Unknown,5,,,,,
D-LINE CARGO TRAILER 1000KG,CANADIAN FORCE SUPPLY DEPOT,2002,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AUTO SEDAN SMALL,CANADIAN FORCE SUPPLY DEPOT,2003,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AVENGER SEDAN MID-SIZE,CANADIAN FORCE SUPPLY DEPOT,2008,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AVENGER SEDAN MID-SIZE,CANADIAN FORCE SUPPLY DEPOT,2009,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AVENGER SEDAN MID-SIZE,MILITARY PERSONNEL COMMAND,2009,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AVENGER SEDAN MID-SIZE,ROYAL CANADIAN AIRFORCE,2012,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AVENGER SEDAN MID-SIZE,ROYAL CANADIAN AIRFORCE,2013,5,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AVENGER SEDAN MID-SIZE,VICE CHIEF OF THE DEFENCE STAFF,2014,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E AVENGER SEDAN MID-SIZE,ROYAL CANADIAN AIRFORCE,2014,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CARAVAN CARRY-ALL TRUCK,CANADIAN ARMY,2003,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CARAVAN CARRY-ALL TRUCK,CANADIAN ARMY,2005,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CARAVAN CARRY-ALL TRUCK,CANADIAN FORCE SUPPLY DEPOT,2006,16,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CARAVAN CARRY-ALL TRUCK,ROYAL CANADIAN AIRFORCE,2006,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CARAVAN CARRY-ALL TRUCK,ROYAL CANADIAN AIRFORCE,2007,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CHARGER AWD TRUCK,CANADIAN ARMY,2013,4,,AWD - ALL WHEEL DRIVE,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CHARGER AWD TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2013,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CHARGER ENFORCER VEHICLE,CANADIAN ARMY,2014,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CHARGER ENFORCER VEHICLE,MILITARY PERSONNEL COMMAND,2014,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E CHARGER MP PATROL VEHICLE,VICE CHIEF OF THE DEFENCE STAFF,2012,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DAKOTA CARGO TRUCK 1/2T,CANADIAN ARMY,2006,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DAKOTA PICKUP 1/2T 4X4,MILITARY PERSONNEL COMMAND,2011,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,CANADIAN ARMY,2003,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,CANADIAN ARMY,2008,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,CANADIAN ARMY,2014,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,CANADIAN ARMY,2017,14,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,CANADIAN FORCE SUPPLY DEPOT,2008,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,CANADIAN FORCE SUPPLY DEPOT,2009,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,CANADIAN FORCE SUPPLY DEPOT,2016,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,ASSISTANT DEPUTY MINISTER (MATERIEL),2017,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,MILITARY PERSONNEL COMMAND,2008,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,ROYAL CANADIAN AIRFORCE,2009,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,ROYAL CANADIAN AIRFORCE,2014,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,ROYAL CANADIAN AIRFORCE,2017,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,ROYAL CANADIAN NAVY,2006,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E DURANGO UTILITY TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2017,5,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,CANADIAN ARMY,2010,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,CANADIAN ARMY,2015,4,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,MILITARY PERSONNEL COMMAND,2012,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,ROYAL CANADIAN AIRFORCE,2010,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,ROYAL CANADIAN AIRFORCE,2012,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,ROYAL CANADIAN AIRFORCE,2015,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,ROYAL CANADIAN NAVY,2010,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4X2 5 PAX,VICE CHIEF OF THE DEFENCE STAFF,2010,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ASSISTANT DEPUTY MINISTER (INFRASTRUCTURE & ENVIRONMENT),2014,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ASSISTANT DEPUTY MINISTER (INFRASTRUCTURE & ENVIRONMENT),2015,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ASSISTANT DEPUTY MINISTER (INFRASTRUCTURE & ENVIRONMENT),2016,9,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN ARMY,2010,13,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN ARMY,2011,11,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN ARMY,2012,11,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN ARMY,2013,60,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN ARMY,2014,33,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN ARMY,2015,57,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN ARMY,2016,57,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN FORCE SUPPLY DEPOT,2010,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN FORCE SUPPLY DEPOT,2011,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,CANADIAN FORCE SUPPLY DEPOT,2012,4,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,MILITARY PERSONNEL COMMAND,2011,12,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,MILITARY PERSONNEL COMMAND,2012,14,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,MILITARY PERSONNEL COMMAND,2014,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,MILITARY PERSONNEL COMMAND,2015,12,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,MILITARY PERSONNEL COMMAND,2016,20,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN AIRFORCE,2010,4,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN AIRFORCE,2011,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN AIRFORCE,2012,4,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN AIRFORCE,2013,15,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN AIRFORCE,2014,8,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN AIRFORCE,2015,16,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN NAVY,2010,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN NAVY,2011,6,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN NAVY,2012,9,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN NAVY,2013,13,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN NAVY,2014,9,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN NAVY,2015,21,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,ROYAL CANADIAN NAVY,2016,24,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2011,6,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2012,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2013,5,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2014,6,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2015,14,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN 4x2 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2016,9,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,CANADIAN ARMY,2005,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,CANADIAN ARMY,2009,5,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,CANADIAN FORCE SUPPLY DEPOT,2002,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,CANADIAN FORCE SUPPLY DEPOT,2005,7,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,CANADIAN FORCE SUPPLY DEPOT,2006,7,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,CANADIAN FORCE SUPPLY DEPOT,2009,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,MILITARY PERSONNEL COMMAND,2009,6,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,ROYAL CANADIAN AIRFORCE,2009,5,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,ROYAL CANADIAN NAVY,2009,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2009,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN CARRY-ALL TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2010,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN PANEL TRUCK,CANADIAN ARMY,2009,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN PANEL TRUCK,CANADIAN ARMY,2010,4,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN PANEL TRUCK,ROYAL CANADIAN AIRFORCE,2009,3,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN PANEL TRUCK,ROYAL CANADIAN NAVY,2009,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,ASSISTANT DEPUTY MINISTER (INFRASTRUCTURE & ENVIRONMENT),2017,21,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,CANADIAN ARMY,2010,9,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,CANADIAN ARMY,2017,63,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,CANADIAN JOINT OPERATIONS COMMAND,2016,1,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,CANADIAN FORCE SUPPLY DEPOT,2010,4,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,MILITARY PERSONNEL COMMAND,2017,4,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,ROYAL CANADIAN AIRFORCE,2017,14,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,ROYAL CANADIAN NAVY,2010,6,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,ROYAL CANADIAN NAVY,2017,2,,,,,
DOASSISTANT DEPUTY MINISTER (MATERIEL)E GRAND CARAVAN TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2010,1,,,,,
